mths_since_last_delinq,emp_length,purpose,open_acc,tot_cur_bal
77,3 years,debt_consolidation,4,18024
,1 year,credit_card,12,128140
62,8 years,debt_consolidation,6,335396
,n/a,credit_card,7,11628
,10+ years,debt_consolidation,11,32705
,10+ years,debt_consolidation,23,64215
9,10+ years,debt_consolidation,20,39312
,5 years,home_improvement,16,
,10+ years,home_improvement,11,
58,< 1 year,other,21,53429
21,4 years,small_business,4,26976
,10+ years,debt_consolidation,11,6773
,10+ years,car,14,59486
,10+ years,debt_consolidation,8,185709
33,1 year,credit_card,8,234783
18,1 year,debt_consolidation,8,20271
62,10+ years,debt_consolidation,6,106804
79,4 years,credit_card,6,6898
28,6 years,credit_card,9,111379
,3 years,debt_consolidation,7,23417
,10+ years,debt_consolidation,8,
,10+ years,debt_consolidation,7,117170
30,2 years,debt_consolidation,19,24068
,7 years,credit_card,15,501605
51,2 years,house,8,894281
18,10+ years,credit_card,8,33793
51,10+ years,debt_consolidation,8,17782
22,< 1 year,debt_consolidation,19,68156
37,< 1 year,other,6,40163
,1 year,debt_consolidation,11,40197
33,10+ years,home_improvement,2,216100
,1 year,home_improvement,39,164099
,10+ years,debt_consolidation,11,412958
35,7 years,debt_consolidation,9,218096
,10+ years,other,9,43508
8,4 years,credit_card,7,
76,7 years,debt_consolidation,12,
,< 1 year,debt_consolidation,6,26894
,10+ years,credit_card,10,217448
,5 years,debt_consolidation,7,27663
9,8 years,major_purchase,4,17257
47,< 1 year,vacation,15,54363
,1 year,car,11,
55,n/a,debt_consolidation,18,259026
,9 years,debt_consolidation,7,
,10+ years,credit_card,9,29904
,10+ years,debt_consolidation,15,327354
,8 years,credit_card,11,63686
23,6 years,home_improvement,11,
70,10+ years,debt_consolidation,12,302848
,10+ years,debt_consolidation,8,27974
60,10+ years,major_purchase,23,955033
,7 years,debt_consolidation,15,130459
24,6 years,debt_consolidation,9,126707
108,n/a,debt_consolidation,9,10832
79,3 years,home_improvement,9,4851
,n/a,debt_consolidation,5,24230
64,3 years,credit_card,9,135912
23,2 years,home_improvement,28,57098
43,10+ years,credit_card,7,142833
19,10+ years,home_improvement,14,6695
,10+ years,credit_card,10,233265
,8 years,debt_consolidation,20,188286
,10+ years,debt_consolidation,3,8962
,3 years,debt_consolidation,9,21786
37,3 years,debt_consolidation,14,18570
62,n/a,debt_consolidation,8,282078
,8 years,debt_consolidation,14,277532
0,1 year,credit_card,6,200186
14,6 years,debt_consolidation,15,79650
,9 years,debt_consolidation,5,4180
4,< 1 year,debt_consolidation,7,552546
42,1 year,medical,10,49724
8,5 years,debt_consolidation,9,42777
,10+ years,debt_consolidation,9,357807
,n/a,medical,12,24707
,5 years,debt_consolidation,11,269053
17,n/a,credit_card,11,11676
27,10+ years,debt_consolidation,9,313212
,8 years,debt_consolidation,7,34031
42,5 years,debt_consolidation,18,330050
,8 years,debt_consolidation,11,25704
13,10+ years,debt_consolidation,14,568366
,6 years,credit_card,8,22598
36,10+ years,credit_card,21,109247
,10+ years,credit_card,9,54266
13,n/a,home_improvement,9,278702
,10+ years,debt_consolidation,20,153016
48,6 years,home_improvement,11,217191
,2 years,debt_consolidation,21,35766
1,10+ years,debt_consolidation,11,941985
,10+ years,debt_consolidation,6,24337
60,10+ years,other,21,
42,6 years,debt_consolidation,10,93120
,8 years,debt_consolidation,7,190518
,4 years,debt_consolidation,10,27693
,10+ years,debt_consolidation,18,403949
31,5 years,credit_card,17,611249
38,10+ years,home_improvement,11,388100
,3 years,debt_consolidation,7,57709
,10+ years,debt_consolidation,8,156663
,9 years,debt_consolidation,7,23097
,3 years,home_improvement,4,8293
9,7 years,credit_card,8,20827
16,10+ years,debt_consolidation,15,39916
,10+ years,debt_consolidation,22,59631
,10+ years,debt_consolidation,11,326128
,3 years,other,18,43905
57,3 years,other,15,9136
14,4 years,debt_consolidation,16,35200
,7 years,home_improvement,7,28387
42,8 years,debt_consolidation,7,9630
,6 years,debt_consolidation,11,104718
,1 year,credit_card,26,409349
,3 years,debt_consolidation,10,9633
65,1 year,debt_consolidation,7,111133
,10+ years,debt_consolidation,13,188119
,5 years,credit_card,3,9377
14,< 1 year,debt_consolidation,15,56696
,< 1 year,credit_card,8,149378
,4 years,credit_card,12,
7,3 years,debt_consolidation,12,187032
,10+ years,debt_consolidation,18,421759
19,< 1 year,debt_consolidation,6,26418
,10+ years,credit_card,8,142463
,10+ years,home_improvement,19,74969
61,10+ years,credit_card,10,178263
,6 years,credit_card,9,99842
,9 years,debt_consolidation,15,389379
,9 years,debt_consolidation,7,410165
13,4 years,debt_consolidation,14,292191
49,< 1 year,home_improvement,13,44989
,5 years,debt_consolidation,11,
,6 years,debt_consolidation,9,39538
,10+ years,credit_card,7,140488
,2 years,other,4,4660
,9 years,debt_consolidation,45,198514
15,n/a,debt_consolidation,5,2166
,4 years,credit_card,15,174710
,10+ years,credit_card,14,35713
,2 years,debt_consolidation,13,573529
,5 years,debt_consolidation,10,39232
40,2 years,other,6,46414
11,8 years,debt_consolidation,9,149354
59,< 1 year,credit_card,23,338645
,< 1 year,credit_card,5,3713
22,n/a,credit_card,7,286554
,7 years,debt_consolidation,12,434831
,10+ years,debt_consolidation,19,303782
,< 1 year,credit_card,28,201539
49,10+ years,debt_consolidation,12,234056
13,5 years,debt_consolidation,8,36164
,3 years,credit_card,9,27155
3,10+ years,debt_consolidation,14,193294
33,10+ years,debt_consolidation,8,90787
,2 years,debt_consolidation,5,6570
63,4 years,credit_card,10,56359
2,9 years,debt_consolidation,9,408480
25,10+ years,debt_consolidation,12,36988
,5 years,debt_consolidation,11,289712
,2 years,debt_consolidation,6,
,n/a,debt_consolidation,8,8730
,10+ years,debt_consolidation,9,162553
,2 years,debt_consolidation,6,36161
,< 1 year,credit_card,7,31085
48,1 year,debt_consolidation,10,46933
,8 years,credit_card,18,601558
6,10+ years,credit_card,16,535571
,10+ years,debt_consolidation,14,308551
12,1 year,car,4,187920
2,10+ years,other,9,323485
2,1 year,debt_consolidation,17,30029
43,4 years,debt_consolidation,9,432131
16,1 year,educational,6,
6,10+ years,debt_consolidation,10,152198
39,6 years,home_improvement,8,
,8 years,debt_consolidation,8,28524
39,10+ years,debt_consolidation,10,276829
48,< 1 year,other,11,45677
,3 years,credit_card,11,359979
,6 years,debt_consolidation,6,24775
52,10+ years,debt_consolidation,7,72592
21,4 years,credit_card,16,221101
,10+ years,debt_consolidation,9,426716
40,9 years,credit_card,8,95461
,10+ years,debt_consolidation,11,115494
18,10+ years,credit_card,7,181663
56,5 years,credit_card,12,29391
52,1 year,credit_card,17,206974
,4 years,credit_card,12,29469
,10+ years,debt_consolidation,11,148598
6,7 years,debt_consolidation,15,240949
37,3 years,debt_consolidation,21,101340
,3 years,credit_card,13,88255
48,2 years,debt_consolidation,6,29400
21,5 years,small_business,9,46473
,9 years,debt_consolidation,6,160494
50,7 years,debt_consolidation,20,69609
,< 1 year,credit_card,8,54842
,3 years,debt_consolidation,6,10330
56,2 years,debt_consolidation,15,51281
,5 years,credit_card,5,12708
,1 year,medical,10,57337
46,10+ years,debt_consolidation,9,161132
,5 years,credit_card,19,197972
,10+ years,debt_consolidation,12,
,< 1 year,other,7,110195
,3 years,debt_consolidation,16,15667
12,10+ years,debt_consolidation,11,537359
16,2 years,debt_consolidation,14,142650
9,1 year,debt_consolidation,7,9939
4,10+ years,credit_card,8,266243
,1 year,credit_card,9,570717
15,< 1 year,debt_consolidation,14,271948
,3 years,debt_consolidation,16,324087
,4 years,debt_consolidation,8,126005
,1 year,debt_consolidation,5,175169
28,n/a,credit_card,7,121971
,2 years,debt_consolidation,10,159217
47,10+ years,credit_card,18,182837
,10+ years,credit_card,16,30398
7,2 years,debt_consolidation,20,309090
,10+ years,credit_card,16,123925
116,10+ years,debt_consolidation,8,8963
63,8 years,debt_consolidation,8,151308
,2 years,debt_consolidation,7,
,10+ years,credit_card,3,27736
57,10+ years,debt_consolidation,10,28135
,10+ years,vacation,5,7165
,10+ years,small_business,14,200362
19,5 years,debt_consolidation,10,40946
54,1 year,debt_consolidation,18,446170
,< 1 year,credit_card,14,274394
,< 1 year,debt_consolidation,6,13933
,5 years,home_improvement,20,148266
,6 years,credit_card,12,212846
3,7 years,debt_consolidation,6,31210
,8 years,credit_card,16,698931
,10+ years,debt_consolidation,7,46702
,10+ years,debt_consolidation,12,85156
65,4 years,credit_card,7,97906
,1 year,credit_card,6,33926
17,< 1 year,debt_consolidation,9,176814
22,9 years,other,9,5196
,7 years,debt_consolidation,8,
,10+ years,credit_card,8,25208
,< 1 year,debt_consolidation,11,34779
9,n/a,debt_consolidation,5,11805
,10+ years,debt_consolidation,11,87118
17,10+ years,debt_consolidation,12,79223
17,< 1 year,debt_consolidation,26,484411
,n/a,debt_consolidation,25,128644
,10+ years,home_improvement,9,53994
47,4 years,debt_consolidation,8,13752
33,8 years,debt_consolidation,9,
7,2 years,debt_consolidation,13,72486
24,1 year,debt_consolidation,9,39993
,10+ years,home_improvement,21,81048
38,9 years,credit_card,5,18738
66,10+ years,debt_consolidation,12,73977
,6 years,credit_card,7,19772
,< 1 year,other,12,238248
,2 years,debt_consolidation,4,12339
,4 years,debt_consolidation,11,12492
73,5 years,other,11,9567
36,5 years,debt_consolidation,14,46622
71,2 years,debt_consolidation,19,91724
31,6 years,debt_consolidation,12,340710
,2 years,debt_consolidation,20,
,5 years,debt_consolidation,11,245758
,1 year,debt_consolidation,8,36744
26,9 years,debt_consolidation,7,
76,8 years,debt_consolidation,8,116699
,1 year,wedding,6,
,10+ years,credit_card,9,348265
71,10+ years,other,7,144305
,5 years,debt_consolidation,13,22023
,2 years,credit_card,8,
78,7 years,debt_consolidation,8,10535
,10+ years,credit_card,12,258531
42,2 years,debt_consolidation,11,105375
56,n/a,debt_consolidation,8,11352
,2 years,debt_consolidation,12,40844
,3 years,credit_card,6,35931
,10+ years,home_improvement,11,137200
,3 years,debt_consolidation,27,336537
,5 years,debt_consolidation,5,13419
22,10+ years,credit_card,16,438672
,10+ years,credit_card,11,145485
14,4 years,debt_consolidation,13,36123
,6 years,debt_consolidation,8,10528
65,10+ years,credit_card,8,29393
,n/a,debt_consolidation,6,11578
17,10+ years,debt_consolidation,14,131613
45,10+ years,debt_consolidation,15,
,7 years,moving,7,24286
8,10+ years,credit_card,6,
,< 1 year,credit_card,21,332894
,7 years,debt_consolidation,5,262752
46,7 years,other,13,303393
58,10+ years,other,8,50062
,7 years,credit_card,12,31549
,10+ years,credit_card,11,19694
,10+ years,debt_consolidation,13,218264
,5 years,major_purchase,8,
7,4 years,credit_card,8,158988
,10+ years,home_improvement,10,206144
,n/a,debt_consolidation,5,124751
,< 1 year,debt_consolidation,6,
,3 years,debt_consolidation,8,
,10+ years,debt_consolidation,17,160192
56,n/a,credit_card,10,18470
,10+ years,debt_consolidation,11,29535
,< 1 year,debt_consolidation,7,48135
,7 years,debt_consolidation,9,330343
50,10+ years,credit_card,9,220016
,6 years,debt_consolidation,17,242340
,10+ years,medical,13,21147
,< 1 year,debt_consolidation,8,19146
59,10+ years,vacation,9,40718
,10+ years,debt_consolidation,9,25252
,9 years,home_improvement,21,327101
38,1 year,credit_card,13,288586
,8 years,debt_consolidation,16,380071
10,10+ years,debt_consolidation,8,9422
,10+ years,debt_consolidation,7,18624
,10+ years,credit_card,6,41348
,10+ years,small_business,22,410803
51,10+ years,debt_consolidation,16,109783
,10+ years,debt_consolidation,9,
9,10+ years,home_improvement,9,31865
,10+ years,debt_consolidation,9,40697
48,6 years,home_improvement,15,354721
,< 1 year,debt_consolidation,7,84361
,< 1 year,debt_consolidation,9,51013
,10+ years,debt_consolidation,12,38685
10,5 years,debt_consolidation,12,109607
7,3 years,debt_consolidation,13,38754
5,2 years,debt_consolidation,10,97984
,< 1 year,credit_card,15,371147
5,10+ years,credit_card,15,379525
6,10+ years,debt_consolidation,11,221197
22,2 years,other,6,2399
,2 years,debt_consolidation,5,
26,10+ years,debt_consolidation,10,15600
,3 years,credit_card,6,6679
37,3 years,debt_consolidation,14,495418
,5 years,debt_consolidation,11,38121
21,7 years,credit_card,13,147792
27,10+ years,debt_consolidation,12,244925
53,1 year,debt_consolidation,18,
,< 1 year,credit_card,11,47773
,3 years,medical,5,6491
78,7 years,debt_consolidation,7,
22,10+ years,debt_consolidation,7,30002
,5 years,credit_card,12,
,7 years,debt_consolidation,15,41689
47,10+ years,debt_consolidation,21,42641
,10+ years,credit_card,15,157795
,10+ years,debt_consolidation,19,142457
,< 1 year,debt_consolidation,11,77090
2,10+ years,debt_consolidation,9,320845
62,7 years,home_improvement,14,249796
74,10+ years,debt_consolidation,21,142948
28,2 years,major_purchase,25,
74,10+ years,home_improvement,5,18728
5,7 years,debt_consolidation,11,204401
80,1 year,debt_consolidation,15,143251
21,2 years,major_purchase,4,19900
5,< 1 year,home_improvement,14,407234
72,10+ years,debt_consolidation,7,
,4 years,debt_consolidation,5,
47,1 year,home_improvement,9,682824
62,9 years,debt_consolidation,5,15546
35,7 years,debt_consolidation,19,76333
,3 years,other,5,10259
37,2 years,credit_card,10,81940
,10+ years,debt_consolidation,8,238402
,10+ years,debt_consolidation,17,47546
,2 years,other,6,22224
5,10+ years,credit_card,8,215265
19,n/a,debt_consolidation,9,243739
,2 years,major_purchase,4,23980
17,10+ years,debt_consolidation,12,231997
,1 year,home_improvement,9,256160
12,3 years,debt_consolidation,10,356496
31,4 years,credit_card,37,502572
,1 year,debt_consolidation,10,
,9 years,debt_consolidation,12,144536
,5 years,debt_consolidation,6,
,10+ years,debt_consolidation,20,
,n/a,debt_consolidation,13,20901
,10+ years,major_purchase,5,130678
32,< 1 year,credit_card,11,56310
,6 years,debt_consolidation,6,3154
,10+ years,credit_card,9,173492
52,2 years,debt_consolidation,11,27556
,10+ years,credit_card,18,79678
8,< 1 year,debt_consolidation,8,165467
,< 1 year,credit_card,14,
,4 years,wedding,4,
38,10+ years,debt_consolidation,7,164055
,10+ years,credit_card,8,184118
,8 years,debt_consolidation,9,184477
15,< 1 year,debt_consolidation,21,275949
,8 years,debt_consolidation,17,37878
,10+ years,credit_card,7,344677
,7 years,medical,13,34874
19,10+ years,home_improvement,11,401221
57,7 years,credit_card,10,13432
6,8 years,credit_card,29,84743
7,4 years,credit_card,16,183757
,6 years,debt_consolidation,6,10451
,n/a,debt_consolidation,12,16592
,7 years,debt_consolidation,8,
,< 1 year,debt_consolidation,4,6377
,n/a,car,14,21171
9,10+ years,debt_consolidation,13,260107
,10+ years,debt_consolidation,11,16956
,10+ years,debt_consolidation,5,45710
,7 years,debt_consolidation,15,463136
38,9 years,debt_consolidation,7,180765
,2 years,debt_consolidation,6,21714
49,3 years,other,12,49719
,8 years,debt_consolidation,15,165413
,n/a,other,9,163121
19,2 years,debt_consolidation,4,4695
18,10+ years,debt_consolidation,8,13949
79,2 years,credit_card,6,32306
37,3 years,credit_card,14,161283
61,2 years,credit_card,20,72820
,10+ years,credit_card,8,168416
41,10+ years,major_purchase,11,362313
,< 1 year,wedding,10,36785
19,8 years,vacation,8,62288
10,6 years,credit_card,16,20513
,10+ years,debt_consolidation,17,17666
36,10+ years,other,5,222233
,10+ years,debt_consolidation,8,8741
11,10+ years,debt_consolidation,9,239216
6,8 years,credit_card,15,24597
,7 years,credit_card,10,62342
58,9 years,home_improvement,8,15703
22,10+ years,credit_card,9,10761
,3 years,debt_consolidation,12,150041
34,< 1 year,debt_consolidation,15,22332
,10+ years,debt_consolidation,8,86949
,7 years,debt_consolidation,9,49200
1,1 year,debt_consolidation,15,371178
19,10+ years,other,19,136236
,4 years,credit_card,29,
,1 year,car,4,311499
,4 years,debt_consolidation,12,37321
63,10+ years,debt_consolidation,10,11784
,3 years,small_business,6,23711
,2 years,credit_card,12,23698
,6 years,credit_card,33,329322
,10+ years,major_purchase,12,318353
,10+ years,credit_card,12,24550
11,5 years,credit_card,11,29166
,6 years,other,7,1149929
,5 years,credit_card,16,460230
,4 years,other,7,21756
65,2 years,debt_consolidation,13,220808
,10+ years,debt_consolidation,12,31462
18,6 years,credit_card,17,25560
32,10+ years,debt_consolidation,9,40390
,10+ years,debt_consolidation,9,28754
,10+ years,other,10,19564
57,5 years,debt_consolidation,15,72234
,10+ years,debt_consolidation,7,7454
1,10+ years,debt_consolidation,13,187502
,n/a,home_improvement,11,153894
,n/a,debt_consolidation,5,36636
37,10+ years,credit_card,11,156565
9,7 years,medical,2,468282
56,1 year,other,18,77385
69,10+ years,debt_consolidation,9,154175
54,4 years,debt_consolidation,9,50405
62,10+ years,other,7,28595
,4 years,other,18,97438
,10+ years,debt_consolidation,11,244647
,10+ years,credit_card,18,26789
,6 years,debt_consolidation,14,61233
57,8 years,debt_consolidation,8,27264
8,10+ years,debt_consolidation,12,139224
,10+ years,debt_consolidation,12,145452
17,7 years,home_improvement,12,43425
63,10+ years,credit_card,6,311150
66,1 year,credit_card,11,437585
,1 year,debt_consolidation,17,45436
,10+ years,credit_card,8,47094
